"SampleTime","Facility","Species","Adipose Clip","LAD_Race","Count Duration (minutes)","Pumping Duration (minutes)","SampleFraction","Study Type","Length","ExpandedSalvage","LAD_Loss","duplicateID","ArchiveID","LAD_KevinReece","GeneticAssignment","PosProb1","Group","PosProb2","Best","Comments","Salvage_KevinReece","Loss_KevinReece"
2020-03-10 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",120,4,3.19,1,"C200015CVP","Winter","Winter",0.993545,"Winter",0.993545,"USacramentoRHwi",NA,"4","3.19"
2020-03-16 08:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",113,4,3.19,1,"C200018CVP","Winter","Winter",0.987944,"Winter",0.987944,"USacramentoRHwi",NA,"4","3.19"
2020-03-18 02:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",130,4,2.88,1,"C200019CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2020-03-18 04:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",131,4,2.88,1,"C200020CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2020-03-18 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",130,4,2.88,1,"C200021CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2020-03-21 14:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",112,4,2.88,1,"C200023CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2020-03-24 14:00:00,"CVP","Chinook Salmon","Unclipped","Spring",30,120,0.25,"Normal count",111,4,2.88,1,"C200027CVP","Spring","Winter",0.977299,"Winter",0.977299,"USacramentoRHwi",NA,"4","2.88"
2020-03-29 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",124,4,17.1,1,"C200014SWP","Winter","Winter",0.999996,"Winter",0.999996,"USacramentoRHwi",NA,"4","17.09"
2020-03-31 03:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,60,0.5,"Normal count",126,2,8.64,1,"C200017SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.64"
2020-04-21 16:30:00,"SWP","Chinook Salmon","Unclipped","Winter",NA,NA,NA,"Second flush",156,1,4.33,1,"C200250SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi","Flush","1","4.33"
2020-04-24 16:00:00,"SWP","Chinook Salmon","Unclipped","Spring",30,60,0.5,"Normal count",126,2,8.68,1,"C200334SWP","Spring","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.68"
2021-03-08 18:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",111,4,3.88,1,"C210004CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.88"
