ID,SampleDate,ForkLength,Julian,GeneticID,PosProb,Ots28,LengthByDate,FieldID
C190596DLC,2019-05-09,99,313,Fall/LateFall,0.918,,Spring,C19-615
C190597DLC,2019-05-09,97,313,Fall/LateFall,0.956,,Spring,C19-616
C190598DLC,2019-05-09,100,313,Fall/LateFall,0.793,,Spring,C19-617
C190599DLC,2019-05-09,97,313,Fall/LateFall,0.871,,Spring,C19-618
C190600DLC,2019-05-09,95,313,Fall/LateFall,0.813,,Spring,C19-620
C190601DLC,2019-05-09,96,313,Fall/LateFall,0.959,,Spring,C19-621
C190602DLC,2019-05-09,101,313,Fall/LateFall,0.993,,Spring,C19-622
C190610DLC,2019-05-10,93,314,Fall/LateFall,0.873,,Fall,C19-630
C190611DLC,2019-05-10,88,314,Fall/LateFall,0.955,,Fall,C19-631
C190612DLC,2019-05-10,94,314,Spring,0.594,,Fall,C19-632
C190613DLC,2019-05-10,95,314,Fall/LateFall,0.923,,Spring,C19-633
C190614DLC,2019-05-10,96,314,Fall/LateFall,0.679,,Spring,C19-634
C190615DLC,2019-05-10,101,314,Fall/LateFall,0.995,,Spring,C19-635
C190616DLC,2019-05-10,96,314,Fall/LateFall,0.91,,Spring,C19-636
C190617DLC,2019-05-10,95,314,Fall/LateFall,0.963,,Spring,C19-637
C190618DLC,2019-05-10,95,314,Fall/LateFall,0.963,,Spring,C19-638
C190619DLC,2019-05-10,95,314,Fall/LateFall,0.987,,Spring,C19-639
C190620DLC,2019-05-10,98,314,Fall/LateFall,0.949,,Spring,C19-640
C190621DLC,2019-05-10,104,314,Fall/LateFall,0.929,,Spring,C19-641
C190622DLC,2019-05-10,104,314,Fall/LateFall,0.997,,Spring,C19-642
C190623DLC,2019-05-12,79,316,Fall/LateFall,0.976,,Fall,C19-643
C190624DLC,2019-05-12,89,316,Fall/LateFall,0.972,,Fall,C19-644
C190625DLC,2019-05-12,88,316,Fall/LateFall,0.751,,Fall,C19-645
C190626DLC,2019-05-12,86,316,Fall/LateFall,0.749,,Fall,C19-646
C190627DLC,2019-05-12,81,316,Fall/LateFall,0.975,,Fall,C19-647
C190628DLC,2019-05-12,86,316,Fall/LateFall,0.985,,Fall,C19-648
C190629DLC,2019-05-12,83,316,Fall/LateFall,0.973,,Fall,C19-649
C190630DLC,2019-05-12,77,316,Fall/LateFall,0.855,,Fall,C19-650
C190636DLC,2019-05-12,101,316,Fall/LateFall,0.985,,Spring,C19-656
C190637DLC,2019-05-13,92,317,Fall/LateFall,0.979,,Fall,C19-657
C190638DLC,2019-05-13,80,317,Fall/LateFall,0.889,,Fall,C19-658
C190639DLC,2019-05-13,84,317,Fall/LateFall,0.863,,Fall,C19-659
C190640DLC,2019-05-13,85,317,Fall/LateFall,0.986,,Fall,C19-660
C190641DLC,2019-05-13,81,317,Fall/LateFall,0.869,,Fall,C19-661
C190647DLC,2019-05-13,98,317,Fall/LateFall,0.846,,Spring,C19-667
C190648DLC,2019-05-13,99,317,Fall/LateFall,0.952,,Spring,C19-668
C190649DLC,2019-05-14,91,318,Fall/LateFall,0.972,,Fall,C19-669
C190650DLC,2019-05-14,89,318,Unassigned,0.644,,Fall,C19-670
C190651DLC,2019-05-14,94,318,Fall/LateFall,0.942,,Fall,C19-671
C190652DLC,2019-05-14,94,318,Fall/LateFall,0.93,,Fall,C19-672
C190653DLC,2019-05-14,81,318,Fall/LateFall,0.95,,Fall,C19-673
C190654DLC,2019-05-14,90,318,Fall/LateFall,0.981,,Fall,C19-674
C190655DLC,2019-05-14,84,318,Fall/LateFall,0.952,,Fall,C19-675
C190656DLC,2019-05-14,84,318,Fall/LateFall,0.814,,Fall,C19-676
C190657DLC,2019-05-14,78,318,Fall/LateFall,0.97,,Fall,C19-677
C190659DLC,2019-05-16,87,320,Fall/LateFall,0.97,,Fall,C19-679
C190660DLC,2019-05-16,82,320,Fall/LateFall,0.997,,Fall,C19-680
C190661DLC,2019-05-16,100,320,Fall/LateFall,0.874,,Spring,C19-681
C190662DLC,2019-05-16,80,320,Fall/LateFall,0.844,,Fall,C19-682
C190663DLC,2019-05-16,88,320,Fall/LateFall,0.966,,Fall,C19-683
C190664DLC,2019-05-16,85,320,Fall/LateFall,0.99,,Fall,C19-684
C190665DLC,2019-05-16,87,320,Fall/LateFall,0.995,,Fall,C19-685
C190666DLC,2019-05-16,88,320,Fall/LateFall,0.796,,Fall,C19-686
C190667DLC,2019-05-16,80,320,Fall/LateFall,0.973,,Fall,C19-687
C190668DLC,2019-05-16,93,320,Fall/LateFall,0.997,,Fall,C19-688
C190670DLC,2019-05-17,87,321,Fall/LateFall,0.977,,Fall,C19-690
C190671DLC,2019-05-17,87,321,Fall/LateFall,0.914,,Fall,C19-691
C190672DLC,2019-05-17,87,321,Fall/LateFall,0.622,,Fall,C19-692
C190680DLC,2019-05-17,103,321,Fall/LateFall,0.867,,Spring,C19-700
C190681DLC,2019-05-19,76,323,Fall/LateFall,0.98,,Fall,C19-701
C190682DLC,2019-05-19,93,323,Fall/LateFall,0.944,,Fall,C19-702
C190683DLC,2019-05-19,84,323,Fall/LateFall,0.995,,Fall,C19-703
C190684DLC,2019-05-19,90,323,Fall/LateFall,0.945,,Fall,C19-704
C190685DLC,2019-05-19,90,323,Fall/LateFall,0.987,,Fall,C19-705
C190686DLC,2019-05-19,87,323,Fall/LateFall,0.981,,Fall,C19-706
C190688DLC,2019-05-19,87,323,Fall/LateFall,0.995,,Fall,C19-708
C190689DLC,2019-05-19,90,323,Fall/LateFall,0.986,,Fall,C19-709
C190690DLC,2019-05-19,82,323,Fall/LateFall,0.971,,Fall,C19-710
C190691DLC,2019-05-20,81,324,Fall/LateFall,0.967,,Fall,C19-711
C190692DLC,2019-05-20,91,324,Fall/LateFall,0.805,,Fall,C19-712
C190693DLC,2019-05-20,88,324,Fall/LateFall,0.997,,Fall,C19-713
C190694DLC,2019-05-20,95,324,Fall/LateFall,0.971,,Fall,C19-714
C190695DLC,2019-05-20,83,324,Fall/LateFall,0.992,,Fall,C19-715
C190696DLC,2019-05-20,88,324,Spring,0.642,,Fall,C19-716
C190697DLC,2019-05-20,91,324,Unassigned,0.521,,Fall,C19-717
C190698DLC,2019-05-20,89,324,Fall/LateFall,0.994,,Fall,C19-718
C190699DLC,2019-05-20,79,324,Fall/LateFall,0.998,,Fall,C19-719
C190700DLC,2019-05-20,83,324,Fall/LateFall,0.994,,Fall,C19-720
C190701DLC,2019-05-20,101,324,Fall/LateFall,0.982,,Spring,C19-721
C190703DLC,2019-05-20,106,324,Fall/LateFall,0.975,,Spring,C19-723
C190714DLC,2019-05-21,104,325,Fall/LateFall,0.657,,Spring,C19-736
C190725DLC,2019-05-23,108,327,Fall/LateFall,0.995,,Spring,C19-747
C190726DLC,2019-05-23,107,327,Fall/LateFall,0.758,,Spring,C19-748
C190727DLC,2019-05-23,103,327,Fall/LateFall,0.958,,Spring,C19-749
C190728DLC,2019-05-24,83,328,Fall/LateFall,0.99,,Fall,C19-750
C190729DLC,2019-05-24,89,328,Fall/LateFall,0.702,,Fall,C19-751
C190730DLC,2019-05-24,78,328,Fall/LateFall,0.661,,Fall,C19-752
C190731DLC,2019-05-24,95,328,Fall/LateFall,0.963,,Fall,C19-753
C190732DLC,2019-05-24,80,328,Fall/LateFall,0.981,,Fall,C19-754
C190733DLC,2019-05-24,93,328,Fall/LateFall,0.961,,Fall,C19-755
C190734DLC,2019-05-24,86,328,Fall/LateFall,0.986,,Fall,C19-756
C190735DLC,2019-05-24,100,328,Fall/LateFall,0.995,,Fall,C19-757
C190736DLC,2019-05-24,80,328,Fall/LateFall,0.908,,Fall,C19-758
C190737DLC,2019-05-24,90,328,Fall/LateFall,0.995,,Fall,C19-759
C190738DLC,2019-05-24,106,328,Fall/LateFall,0.921,,Spring,C19-760
C190739DLC,2019-05-24,105,328,Fall/LateFall,0.944,,Spring,C19-761
C190740DLC,2019-05-24,108,328,Fall/LateFall,0.998,,Spring,C19-762
C190743DLC,2019-05-26,91,330,Fall/LateFall,0.979,,Fall,C19-765
C190744DLC,2019-05-26,83,330,Fall/LateFall,0.991,,Fall,C19-766
C190745DLC,2019-05-26,84,330,Fall/LateFall,0.995,,Fall,C19-767
C190746DLC,2019-05-26,96,330,Fall/LateFall,0.972,,Fall,C19-768
C190747DLC,2019-05-26,79,330,Fall/LateFall,0.944,,Fall,C19-769
C190748DLC,2019-05-26,88,330,Spring,0.782,,Fall,C19-770
C190749DLC,2019-05-26,84,330,Fall/LateFall,0.998,,Fall,C19-771
C190751DLC,2019-05-28,87,332,Fall/LateFall,0.739,,Fall,C19-773
C190752DLC,2019-05-28,85,332,Unassigned,0.559,,Fall,C19-774
C190753DLC,2019-05-28,85,332,Fall/LateFall,0.975,,Fall,C19-775
C190754DLC,2019-05-28,98,332,Spring,0.663,,Fall,C19-776
C190755DLC,2019-05-28,92,332,Fall/LateFall,0.963,,Fall,C19-777
C190759DLC,2019-05-28,86,332,Fall/LateFall,0.993,,Fall,C19-781
C190760DLC,2019-05-28,90,332,Fall/LateFall,0.972,,Fall,C19-782
C190761DLC,2019-05-29,84,333,Fall/LateFall,0.982,,Fall,C19-783
C190762DLC,2019-05-29,94,333,Fall/LateFall,0.963,,Fall,C19-784
C190763DLC,2019-05-29,85,333,Unassigned,0.619,,Fall,C19-785
C190764DLC,2019-05-29,88,333,Fall/LateFall,0.989,,Fall,C19-786
C190765DLC,2019-05-29,75,333,Fall/LateFall,0.99,,Fall,C19-787
C190769DLC,2019-05-29,80,333,Fall/LateFall,0.915,,Fall,C19-791
C190775DLC,2019-05-30,93,334,Fall/LateFall,0.96,,Fall,C19-798
C190779DLC,2019-05-30,91,334,Fall/LateFall,0.98,,Fall,C19-852
C190780DLC,2019-05-30,88,334,Fall/LateFall,0.957,,Fall,C19-853
C190787DLC,2019-05-31,90,335,Fall/LateFall,0.987,,Fall,C19-860
C190788DLC,2019-05-31,79,335,Fall/LateFall,0.993,,Fall,C19-861
C190789DLC,2019-05-31,87,335,Fall/LateFall,0.983,,Fall,C19-862
C190790DLC,2019-05-31,83,335,Fall/LateFall,1,,Fall,C19-863
C190791DLC,2019-05-31,88,335,Fall/LateFall,0.986,,Fall,C19-864
C190793DLC,2019-11-20,104,143,Winter,1,,Late Fall,C20-001
C190794DLC,2019-12-13,144,166,Fall/LateFall,0.9432,late,Late Fall,C20-002
C190795DLC,2019-12-15,151,168,Fall/LateFall,0.8968,late,Late Fall,C20-003
C190796DLC,2019-12-15,134,168,Fall/LateFall,0.9965,late,Late Fall,C20-004
C190797DLC,2019-12-15,154,168,Fall/LateFall,0.9579,late,Late Fall,C20-005
C190799DLC,2019-12-15,124,168,Fall/LateFall,0.9908,early,Late Fall,C20-007
C190800DLC,2019-12-16,141,169,Fall/LateFall,0.7336,late,Late Fall,C20-008
C190801DLC,2019-12-16,124,169,Fall/LateFall,0.8449,late,Late Fall,C20-009
C190802DLC,2019-12-16,153,169,Fall/LateFall,0.8712,late,Late Fall,C20-010
C190803DLC,2019-12-16,113,169,Fall/LateFall,0.9836,late,Late Fall,C20-011
C190804DLC,2019-12-16,152,169,Fall/LateFall,0.9937,late,Late Fall,C20-012
C190805DLC,2019-12-16,120,169,Fall/LateFall,0.9689,late,Late Fall,C20-013
C190807DLC,2019-12-16,129,169,Fall/LateFall,0.9476,late,Late Fall,C20-015
C190808DLC,2019-12-16,136,169,Fall/LateFall,0.9547,late,Late Fall,C20-016
C190809DLC,2019-12-16,132,169,Fall/LateFall,0.9967,late,Late Fall,C20-017
C190810DLC,2019-12-17,177,170,Fall/LateFall,0.9883,late,Late Fall,C20-018
C190811DLC,2019-12-17,131,170,Fall/LateFall,0.9924,late,Late Fall,C20-019
C190812DLC,2019-12-17,121,170,Winter,1,early,Late Fall,C20-020
C190813DLC,2019-12-17,136,170,Fall/LateFall,0.7157,late,Late Fall,C20-021
C190815DLC,2019-12-17,167,170,Fall/LateFall,0.8703,late,Late Fall,C20-023
C190816DLC,2019-12-17,145,170,Fall/LateFall,0.9985,late,Late Fall,C20-024
C190817DLC,2019-12-19,175,172,Fall/LateFall,0.9866,late,Late Fall,C20-025
C190818DLC,2019-12-19,133,172,Fall/LateFall,0.9156,late,Late Fall,C20-026
C190819DLC,2019-12-19,172,172,Fall/LateFall,0.9567,late,Late Fall,C20-027
C190820DLC,2019-12-19,148,172,Fall/LateFall,0.9405,late,Late Fall,C20-028
C190821DLC,2019-12-19,144,172,Fall/LateFall,0.9883,late,Late Fall,C20-029
C190823DLC,2019-12-20,163,173,Fall/LateFall,0.9083,late,Late Fall,C20-031
C190824DLC,2019-12-20,102,173,Winter,0.9998,early,Winter,C20-032
C190825DLC,2019-12-20,106,173,Fall/LateFall,0.996,late,Late Fall,C20-033
C190826DLC,2019-12-20,142,173,Fall/LateFall,0.8658,late,Late Fall,C20-034
C190827DLC,2019-12-20,132,173,Fall/LateFall,0.8821,late,Late Fall,C20-035
C190828DLC,2019-12-20,123,173,Fall/LateFall,0.7238,late,Late Fall,C20-036
C190829DLC,2019-12-22,138,175,Fall/LateFall,0.9882,late,Late Fall,C20-037
C190831DLC,2019-12-22,148,175,Fall/LateFall,0.988,late,Late Fall,C20-039
C190832DLC,2019-12-23,139,176,Fall/LateFall,0.9383,late,Late Fall,C20-040
C200001DLC,2020-01-19,125,203,Fall/LateFall,0.6341,late,Late Fall,C20-041
C200002DLC,2020-01-31,146,215,Fall/LateFall,0.9703,late,Late Fall,C20-042
C200003DLC,2020-02-06,100,221,Winter,1,early,Winter,C20-043
C200004DLC,2020-02-19,110,234,Winter,1,early,Winter,C20-044
C200005DLC,2020-02-19,107,234,Winter,1,early,Winter,C20-045
C200007DLC,2020-02-21,111,236,Winter,1,early,Winter,C20-047
C200013DLC,2020-02-23,110,238,Winter,1,early,Winter,C20-053
C200016DLC,2020-02-24,123,239,Winter,1,early,Winter,C20-056
C200020DLC,2020-02-25,105,240,Winter,1,early,Winter,C20-060
C200021DLC,2020-02-25,116,240,Winter,1,early,Winter,C20-061
C200024DLC,2020-02-27,109,242,Winter,1,early,Winter,C20-064
C200026DLC,2020-02-27,111,242,Winter,1,early,Winter,C20-066
C200027DLC,2020-02-28,109,243,Winter,1,early,Winter,C20-067
C200028DLC,2020-02-28,109,243,Winter,1,early,Winter,C20-068
C200029DLC,2020-03-05,116,249,Winter,1,early,Winter,C20-069
C200031DLC,2020-03-08,109,252,Winter,1,early,Winter,C20-071
C200033DLC,2020-03-08,137,252,Winter,1,early,Winter,C20-073
C200034DLC,2020-03-08,111,252,Winter,1,early,Winter,C20-074
C200035DLC,2020-03-08,101,252,Winter,1,early,Winter,C20-075
C200037DLC,2020-03-09,110,253,Winter,1,early,Winter,C20-077
C200040DLC,2020-03-10,111,254,Winter,1,early,Winter,C20-080
C200041DLC,2020-03-10,102,254,Winter,1,early,Winter,C20-081
C200044DLC,2020-03-10,110,254,Winter,1,early,Winter,C20-084
C200045DLC,2020-03-10,105,254,Winter,1,early,Winter,C20-085
C200048DLC,2020-03-12,109,256,Winter,1,early,Winter,C20-088
C200049DLC,2020-03-12,129,256,Winter,1,early,Winter,C20-089
C200052DLC,2020-03-18,115,262,Winter,1,early,Winter,C20-092
C200055DLC,2020-03-19,113,263,Winter,1,early,Winter,C20-095
C200056DLC,2020-03-20,111,264,Winter,1,early,Winter,C20-096
C200057DLC,2020-03-20,117,264,Winter,1,early,Winter,C20-097
C200058DLC,2020-03-20,95,264,Winter,1,early,Winter,C20-098
C200059DLC,2020-03-22,108,266,Winter,1,early,Winter,C20-099
C200060DLC,2020-03-22,120,266,Winter,1,early,Winter,C20-100
C200061DLC,2020-03-22,126,266,Winter,1,early,Winter,C20-101
C200062DLC,2020-03-22,122,266,Winter,1,late,Winter,C20-102
C200063DLC,2020-03-22,97,266,Unassigned,0.5166,early,Winter,C20-103
C200064DLC,2020-03-23,108,267,Winter,1,early,Winter,C20-104
C200065DLC,2020-03-23,100,267,Winter,1,early,Winter,C20-105
C200066DLC,2020-03-23,111,267,Winter,1,early,Winter,C20-106
C200067DLC,2020-03-23,103,267,Winter,1,early,Winter,C20-107
C200068DLC,2020-03-23,108,267,Winter,1,early,Winter,C20-108
C200069DLC,2020-03-23,91,267,Spring,0.9018,early,Spring,C20-109
C200070DLC,2020-03-23,118,267,Winter,1,early,Winter,C20-110
C200072DLC,2020-03-24,108,268,Winter,1,early,Winter,C20-112
C200073DLC,2020-03-24,109,268,Winter,1,early,Winter,C20-113
C200074DLC,2020-03-24,120,268,Winter,1,early,Winter,C20-114
C200075DLC,2020-03-26,113,270,Spring,0.8848,early,Winter,C20-115
C200076DLC,2020-03-26,118,270,Winter,0.9999,early,Winter,C20-116
C200077DLC,2020-03-26,110,270,Winter,1,early,Winter,C20-117
C200078DLC,2020-03-26,111,270,Winter,1,early,Winter,C20-118
C200079DLC,2020-03-26,111,270,Winter,1,early,Winter,C20-119
C200080DLC,2020-03-26,117,270,Winter,1,early,Winter,C20-120
C200081DLC,2020-03-26,104,270,Spring,0.9888,early,Winter,C20-121
C200082DLC,2020-03-26,104,270,Winter,0.9999,early,Winter,C20-122
C200083DLC,2020-03-26,112,270,Winter,1,early,Winter,C20-123
C200084DLC,2020-03-27,99,271,Fall/LateFall,0.8703,early,Winter,C20-124
C200085DLC,2020-03-27,105,271,Winter,1,early,Winter,C20-125
C200086DLC,2020-03-27,100,271,Winter,1,early,Winter,C20-126
C200087DLC,2020-03-27,122,271,Winter,1,early,Winter,C20-127
C200088DLC,2020-03-27,105,271,Spring,0.8147,early,Winter,C20-128
C200089DLC,2020-03-27,109,271,Winter,1,early,Winter,C20-129
C200090DLC,2020-03-27,101,271,Spring,0.8308,early,Winter,C20-130
C200091DLC,2020-03-27,99,271,Fall/LateFall,0.7602,early,Winter,C20-131
C200092DLC,2020-03-27,100,271,Fall/LateFall,0.8382,early,Winter,C20-132
C200093DLC,2020-03-27,110,271,Winter,1,early,Winter,C20-133
C200095DLC,2020-03-27,113,271,Winter,1,early,Winter,C20-135
C200096DLC,2020-03-29,96,273,Winter,1,early,Spring,C20-136
C200098DLC,2020-03-30,100,274,Spring,0.9322,early,Winter,C20-138
C200100DLC,2020-03-30,104,274,Fall/LateFall,0.9729,early,Winter,C20-140
C200101DLC,2020-03-30,105,274,Winter,1,early,Winter,C20-141
C200102DLC,2020-03-30,99,274,Winter,1,early,Winter,C20-142
C200103DLC,2020-03-30,111,274,Winter,1,early,Winter,C20-143
C200104DLC,2020-03-30,93,274,Fall/LateFall,0.9822,late,Spring,C20-144
C200105DLC,2020-03-30,100,274,Fall/LateFall,0.9995,early,Winter,C20-145
C200106DLC,2020-03-31,106,275,Winter,1,early,Winter,C20-146
C200107DLC,2020-03-31,101,275,Spring,0.992,early,Winter,C20-147
C200108DLC,2020-03-31,110,275,Winter,1,early,Winter,C20-148
C200109DLC,2020-03-31,99,275,Fall/LateFall,0.9932,early,Winter,C20-149
C200110DLC,2020-03-31,93,275,Spring,0.8994,early,Spring,C20-150
C200111DLC,2020-03-31,109,275,Winter,1,early,Winter,C20-152
C200112DLC,2020-03-31,119,275,Winter,1,early,Winter,C20-153
C200113DLC,2020-04-02,93,277,Fall/LateFall,0.9938,late,Spring,C20-154
C200114DLC,2020-04-02,110,277,Winter,1,early,Winter,C20-155
C200115DLC,2020-04-02,108,277,Fall/LateFall,0.9985,late,Winter,C20-156
C200116DLC,2020-04-02,92,277,Fall/LateFall,0.9956,early,Spring,C20-157
C200117DLC,2020-04-02,92,277,Spring,0.8222,early,Spring,C20-158
C200118DLC,2020-04-02,107,277,Winter,1,early,Winter,C20-159
C200119DLC,2020-04-03,91,278,Spring,0.7039,early,Spring,C20-160
C200120DLC,2020-04-03,88,278,Fall/LateFall,0.9989,late,Spring,C20-161
C200121DLC,2020-04-03,94,278,Spring,0.6113,early,Spring,C20-162
C200122DLC,2020-04-03,94,278,Fall/LateFall,0.9996,early,Spring,C20-163
C200123DLC,2020-04-03,103,278,Winter,1,early,Winter,C20-164
C200124DLC,2020-04-03,117,278,Winter,1,early,Winter,C20-165
C200125DLC,2020-04-03,102,278,Winter,1,early,Winter,C20-166
C200126DLC,2020-04-05,84,280,Fall/LateFall,0.9491,early,Spring,C20-167
C200127DLC,2020-04-05,85,280,Fall/LateFall,0.9751,early,Spring,C20-168
C200128DLC,2020-04-05,91,280,Fall/LateFall,0.9952,early,Spring,C20-169
C200129DLC,2020-04-05,88,280,Fall/LateFall,0.6368,late,Spring,C20-170
C200130DLC,2020-04-05,85,280,Fall/LateFall,0.9906,late,Spring,C20-171
C200131DLC,2020-04-05,90,280,Fall/LateFall,0.8819,early,Spring,C20-172
C200132DLC,2020-04-05,117,280,Fall/LateFall,0.9821,early,Winter,C20-173
C200133DLC,2020-04-05,84,280,Fall/LateFall,0.9078,early,Spring,C20-174
C200134DLC,2020-04-05,87,280,Fall/LateFall,0.9953,late,Spring,C20-175
C200135DLC,2020-04-05,114,280,Winter,1,early,Winter,C20-176
C200136DLC,2020-04-05,85,280,Fall/LateFall,0.9979,early,Spring,C20-177
C200137DLC,2020-04-05,122,280,Fall/LateFall,0.6366,early,Winter,C20-178
C200139DLC,2020-04-05,108,280,Winter,1,early,Winter,C20-180
C200140DLC,2020-04-06,90,281,Fall/LateFall,0.9873,early,Spring,C20-181
C200141DLC,2020-04-06,97,281,Spring,0.7514,early,Spring,C20-182
C200142DLC,2020-04-06,84,281,Fall/LateFall,0.9776,early,Spring,C20-183
C200144DLC,2020-04-06,87,281,Fall/LateFall,0.9998,late,Spring,C20-185
C200145DLC,2020-04-06,87,281,Fall/LateFall,0.864,early,Spring,C20-186
C200146DLC,2020-04-06,83,281,Fall/LateFall,0.9976,late,Spring,C20-187
C200147DLC,2020-04-06,100,281,Fall/LateFall,0.7855,early,Spring,C20-188
C200149DLC,2020-04-06,98,281,Fall/LateFall,0.9434,late,Spring,C20-190
C200150DLC,2020-04-06,87,281,Fall/LateFall,0.9809,early,Spring,C20-191
C200151DLC,2020-04-06,120,281,Winter,1,early,Winter,C20-192
C200152DLC,2020-04-09,99,284,Fall/LateFall,0.9982,late,Spring,C20-193
C200153DLC,2020-04-09,81,284,Fall/LateFall,0.9915,early,Spring,C20-194
C200154DLC,2020-04-09,111,284,Fall/LateFall,0.9874,early,Winter,C20-195
C200155DLC,2020-04-09,88,284,Fall/LateFall,0.9252,early,Spring,C20-196
C200156DLC,2020-04-09,100,284,Fall/LateFall,0.9968,late,Spring,C20-197
C200157DLC,2020-04-09,108,284,Fall/LateFall,0.9926,late,Winter,C20-198
C200158DLC,2020-04-09,100,284,Fall/LateFall,0.9482,late,Spring,C20-199
C200159DLC,2020-04-09,98,284,Fall/LateFall,0.9993,late,Spring,C20-200
C200160DLC,2020-04-09,85,284,Fall/LateFall,0.9994,early,Spring,C20-201
C200161DLC,2020-04-09,99,284,Fall/LateFall,0.9893,early,Spring,C20-202
C200162DLC,2020-04-09,122,284,Fall/LateFall,0.988,late,Winter,C20-203
C200163DLC,2020-04-09,108,284,Fall/LateFall,0.9976,late,Winter,C20-204
C200164DLC,2020-04-09,84,284,Fall/LateFall,0.9992,late,Spring,C20-205
C200165DLC,2020-04-09,97,284,Fall/LateFall,0.9833,late,Spring,C20-206
C200166DLC,2020-04-09,108,284,Fall/LateFall,0.9952,late,Winter,C20-207
C200167DLC,2020-04-09,106,284,Fall/LateFall,0.9999,late,Winter,C20-208
C200168DLC,2020-04-09,115,284,Fall/LateFall,0.9893,early,Winter,C20-209
C200169DLC,2020-04-09,118,284,Fall/LateFall,0.9999,late,Winter,C20-210
C200170DLC,2020-04-09,112,284,Fall/LateFall,0.9777,late,Winter,C20-211
C200171DLC,2020-04-09,105,284,Spring,0.724,early,Winter,C20-212
C200172DLC,2020-04-10,100,285,Fall/LateFall,0.994,late,Spring,C20-213
C200173DLC,2020-04-10,100,285,Fall/LateFall,0.9512,late,Spring,C20-214
C200174DLC,2020-04-10,90,285,Fall/LateFall,0.9917,late,Spring,C20-215
C200175DLC,2020-04-10,99,285,Fall/LateFall,0.9999,late,Spring,C20-216
C200176DLC,2020-04-10,85,285,Fall/LateFall,0.9925,early,Spring,C20-217
C200177DLC,2020-04-10,85,285,Fall/LateFall,0.9768,late,Spring,C20-218
C200178DLC,2020-04-10,90,285,Fall/LateFall,0.9948,early,Spring,C20-219
C200179DLC,2020-04-10,101,285,Fall/LateFall,0.9485,late,Spring,C20-220
C200180DLC,2020-04-10,88,285,Fall/LateFall,0.9302,early,Spring,C20-221
C200181DLC,2020-04-10,90,285,Fall/LateFall,0.998,late,Spring,C20-222
C200182DLC,2020-04-10,109,285,Fall/LateFall,0.9825,late,Winter,C20-223
C200183DLC,2020-04-10,106,285,Fall/LateFall,0.993,late,Winter,C20-224
C200184DLC,2020-04-10,106,285,Fall/LateFall,0.9899,late,Winter,C20-225
C200185DLC,2020-04-10,108,285,Fall/LateFall,0.9937,late,Winter,C20-226
C200186DLC,2020-04-10,116,285,Fall/LateFall,0.997,late,Winter,C20-227
C200187DLC,2020-04-10,109,285,Fall/LateFall,0.9948,late,Winter,C20-228
C200188DLC,2020-04-10,108,285,Fall/LateFall,0.9916,late,Winter,C20-229
C200189DLC,2020-04-10,105,285,Fall/LateFall,0.9972,early,Winter,C20-230
C200190DLC,2020-04-10,113,285,Fall/LateFall,0.9342,late,Winter,C20-231
C200191DLC,2020-04-10,109,285,Fall/LateFall,0.9789,early,Winter,C20-232
C200192DLC,2020-04-10,108,285,Fall/LateFall,0.9812,late,Winter,C20-233
C200193DLC,2020-04-12,85,287,Fall/LateFall,0.9813,early,Spring,C20-234
C200194DLC,2020-04-12,93,287,Fall/LateFall,0.9985,late,Spring,C20-235
C200195DLC,2020-04-12,85,287,Fall/LateFall,0.9674,late,Spring,C20-236
C200196DLC,2020-04-12,90,287,Fall/LateFall,0.9966,early,Spring,C20-237
C200197DLC,2020-04-12,85,287,Fall/LateFall,0.9998,late,Spring,C20-238
C200198DLC,2020-04-12,80,287,Fall/LateFall,0.9959,early,Spring,C20-239
C200199DLC,2020-04-12,111,287,Fall/LateFall,0.981,late,Winter,C20-240
C200200DLC,2020-04-12,87,287,Fall/LateFall,0.9909,late,Spring,C20-241
C200201DLC,2020-04-12,75,287,Fall/LateFall,0.9847,early,Fall,C20-242
C200202DLC,2020-04-12,88,287,Fall/LateFall,0.9456,late,Spring,C20-243
C200203DLC,2020-04-12,80,287,Fall/LateFall,0.8518,late,Spring,C20-244
C200204DLC,2020-04-12,84,287,Fall/LateFall,0.9404,early,Spring,C20-245
C200205DLC,2020-04-12,109,287,Fall/LateFall,0.9968,late,Winter,C20-246
C200206DLC,2020-04-12,113,287,Fall/LateFall,0.9936,late,Winter,C20-247
C200207DLC,2020-04-12,107,287,Fall/LateFall,0.9292,early,Winter,C20-248
C200208DLC,2020-04-13,95,288,Fall/LateFall,0.9909,late,Spring,C20-249
C200209DLC,2020-04-13,110,288,Fall/LateFall,0.8903,late,Winter,C20-250
C200210DLC,2020-04-13,96,288,Fall/LateFall,0.8254,early,Spring,C20-251
C200211DLC,2020-04-13,85,288,Fall/LateFall,0.9233,early,Spring,C20-252
C200212DLC,2020-04-13,87,288,Fall/LateFall,0.9796,late,Spring,C20-253
C200214DLC,2020-04-13,87,288,Fall/LateFall,0.9987,late,Spring,C20-255
C200215DLC,2020-04-13,91,288,Fall/LateFall,0.9959,late,Spring,C20-256
C200216DLC,2020-04-13,79,288,Fall/LateFall,0.9945,early,Spring,C20-257
C200217DLC,2020-04-13,85,288,Fall/LateFall,0.9888,early,Spring,C20-258
C200218DLC,2020-04-13,85,288,Fall/LateFall,0.9962,late,Spring,C20-259
C200219DLC,2020-04-13,112,288,Spring,0.6369,early,Winter,C20-260
